Motif	Factor	Evidence	Curated
GM.5.0.C2H2_ZF.0131	zbtb16b	Orthologs	N
GM.5.0.C2H2_ZF.0131	zbtb16a	Orthologs	N
GM.5.0.C2H2_ZF.0131	zbtb16b	Orthologs	N
GM.5.0.C2H2_ZF.0131	zbtb16a	Orthologs	N
GM.5.0.Homeodomain.0116	tlx2	Orthologs	N
GM.5.0.Homeodomain.0116	LOC100008066	Orthologs	N
GM.5.0.Homeodomain.0116	tlx3b	Orthologs	N
GM.5.0.Homeodomain.0116	tlx2	Orthologs	N
GM.5.0.Homeodomain.0116	LOC100008066	Orthologs	N
GM.5.0.Homeodomain.0116	tlx3b	Orthologs	N
GM.5.0.Homeodomain.0116	tlx1	Orthologs	N
GM.5.0.Homeodomain.0116	tlx1	Orthologs	N
GM.5.0.Homeodomain.0116	dbx2	Orthologs	N
GM.5.0.Homeodomain.0116	dbx2	Orthologs	N
GM.5.0.Homeodomain.0116	dbx1b	Orthologs	N
GM.5.0.Homeodomain.0116	dbx1a	Orthologs	N
GM.5.0.Homeodomain.0116	dbx1b	Orthologs	N
GM.5.0.Homeodomain.0116	dbx1a	Orthologs	N
GM.5.0.Sox.0029	tcf7	Orthologs	N
GM.5.0.Sox.0029	tcf7	Orthologs	N
GM.5.0.Rel.0012	LOC571865	Orthologs	N
GM.5.0.Rel.0012	nfatc2a	Orthologs	N
GM.5.0.Rel.0012	LOC571865	Orthologs	N
GM.5.0.Rel.0012	nfatc2a	Orthologs	N
GM.5.0.Rel.0012	nfatc3a	Orthologs	N
GM.5.0.Rel.0012	nfatc3a	Orthologs	N
GM.5.0.Rel.0012	nfatc1	Orthologs	N
GM.5.0.Rel.0012	nfatc1	Orthologs	N
GM.5.0.Rel.0012	nfatc4	Orthologs	N
GM.5.0.Rel.0012	nfatc4	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrbb	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrba	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrab	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxraa	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrgb	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrga	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrbb	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrba	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrab	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxraa	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrgb	Orthologs	N
GM.5.0.Nuclear_receptor.0061	rxrga	Orthologs	N
GM.5.0.C2H2_ZF.0132	gzf1	Orthologs	N
GM.5.0.C2H2_ZF.0132	gzf1	Orthologs	N
GM.5.0.GATA.0011	gata1b	Orthologs	N
GM.5.0.GATA.0011	gata1a	Orthologs	N
GM.5.0.GATA.0011	gata2a	Orthologs	N
GM.5.0.GATA.0011	gata3	Orthologs	N
GM.5.0.GATA.0011	gata1b	Orthologs	N
GM.5.0.GATA.0011	gata1a	Orthologs	N
GM.5.0.GATA.0011	gata2a	Orthologs	N
GM.5.0.GATA.0011	gata3	Orthologs	N
GM.5.0.Unknown.0029	usf2	Orthologs	N
GM.5.0.Unknown.0029	usf2	Orthologs	N
GM.5.0.Unknown.0029	usf1l	Orthologs	N
GM.5.0.Unknown.0029	usf1	Orthologs	N
GM.5.0.Unknown.0029	usf1l	Orthologs	N
GM.5.0.Unknown.0029	usf1	Orthologs	N
GM.5.0.bHLH.0065	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0117	lbx2	Orthologs	N
GM.5.0.Homeodomain.0117	lbx1b	Orthologs	N
GM.5.0.Homeodomain.0117	lbx1a	Orthologs	N
GM.5.0.Homeodomain.0117	lbx2	Orthologs	N
GM.5.0.Homeodomain.0117	lbx1b	Orthologs	N
GM.5.0.Homeodomain.0117	lbx1a	Orthologs	N
GM.5.0.Homeodomain.0118	six7	Orthologs	N
GM.5.0.Homeodomain.0118	six9	Orthologs	N
GM.5.0.Homeodomain.0118	six6b	Orthologs	N
GM.5.0.Homeodomain.0118	six6a	Orthologs	N
GM.5.0.Homeodomain.0118	six3b	Orthologs	N
GM.5.0.Homeodomain.0118	six3a	Orthologs	N
GM.5.0.Homeodomain.0118	six7	Orthologs	N
GM.5.0.Homeodomain.0118	six9	Orthologs	N
GM.5.0.Homeodomain.0118	six6b	Orthologs	N
GM.5.0.Homeodomain.0118	six6a	Orthologs	N
GM.5.0.Homeodomain.0118	six3b	Orthologs	N
GM.5.0.Homeodomain.0118	six3a	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2c2	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2c1	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2c2	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2c1	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f6b	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f6a	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f6b	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f6a	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f1a	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f2	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f1b	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f5	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f1a	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f2	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f1b	Orthologs	N
GM.5.0.Nuclear_receptor.0062	nr2f5	Orthologs	N
GM.5.0.Unknown.0030	nrf1	Orthologs	N
GM.5.0.Unknown.0030	nrf1	Orthologs	N
GM.5.0.SAND.0004	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Homeodomain.0119	hoxb9a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxc9a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxd9a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxa9a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxa9b	Orthologs	N
GM.5.0.Homeodomain.0119	hoxb10a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxa10b	Orthologs	N
GM.5.0.Homeodomain.0119	hoxb9a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxc9a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxd9a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxa9a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxa9b	Orthologs	N
GM.5.0.Homeodomain.0119	hoxb10a	Orthologs	N
GM.5.0.Homeodomain.0119	hoxa10b	Orthologs	N
GM.5.0.Homeodomain.0119	cdx4	Orthologs	N
GM.5.0.Homeodomain.0119	cdx1a	Orthologs	N
GM.5.0.Homeodomain.0119	cdx1b	Orthologs	N
GM.5.0.Homeodomain.0119	cdx4	Orthologs	N
GM.5.0.Homeodomain.0119	cdx1a	Orthologs	N
GM.5.0.Homeodomain.0119	cdx1b	Orthologs	N
GM.5.0.Rel.0013	nfat5a	Orthologs	N
GM.5.0.Rel.0013	nfat5b	Orthologs	N
GM.5.0.Rel.0013	nfat5a	Orthologs	N
GM.5.0.Rel.0013	nfat5b	Orthologs	N
GM.5.0.Homeodomain.0120	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Ets.0026	gabpa	Orthologs	N
GM.5.0.Ets.0026	gabpa	Orthologs	N
GM.5.0.Ets.0026	elf3	Orthologs	N
GM.5.0.Ets.0026	ehf	Orthologs	N
GM.5.0.Ets.0026	elf3	Orthologs	N
GM.5.0.Ets.0026	ehf	Orthologs	N
GM.5.0.Ets.0026	elk1	Orthologs	N
GM.5.0.Ets.0026	elk1	Orthologs	N
GM.5.0.Ets.0026	etv1	Orthologs	N
GM.5.0.Ets.0026	etv5a	Orthologs	N
GM.5.0.Ets.0026	etv5b	Orthologs	N
GM.5.0.Ets.0026	etv1	Orthologs	N
GM.5.0.Ets.0026	etv5a	Orthologs	N
GM.5.0.Ets.0026	etv5b	Orthologs	N
GM.5.0.Ets.0026	erf	Orthologs	N
GM.5.0.Ets.0026	erfl3	Orthologs	N
GM.5.0.Ets.0026	erf	Orthologs	N
GM.5.0.Ets.0026	erfl3	Orthologs	N
GM.5.0.Ets.0026	etv7	Orthologs	N
GM.5.0.Ets.0026	etv7	Orthologs	N
GM.5.0.Ets.0026	yy1b	Orthologs	N
GM.5.0.Ets.0026	yy1a	Orthologs	N
GM.5.0.Ets.0026	yy1b	Orthologs	N
GM.5.0.Ets.0026	yy1a	Orthologs	N
GM.5.0.Ets.0026	zbtb7a	Orthologs	N
GM.5.0.Ets.0026	zbtb7a	Orthologs	N
GM.5.0.Ets.0026	fev	Orthologs	N
GM.5.0.Ets.0026	fev	Orthologs	N
GM.5.0.Ets.0026	ets1	Orthologs	N
GM.5.0.Ets.0026	ets1	Orthologs	N
GM.5.0.Ets.0026	ef1	Orthologs	N
GM.5.0.Ets.0026	ef1	Orthologs	N
GM.5.0.Ets.0026	ets2	Orthologs	N
GM.5.0.Ets.0026	ets2	Orthologs	N
GM.5.0.Ets.0026	elf2a	Orthologs	N
GM.5.0.Ets.0026	elf2b	Orthologs	N
GM.5.0.Ets.0026	elf2a	Orthologs	N
GM.5.0.Ets.0026	elf2b	Orthologs	N
GM.5.0.Ets.0026	elk4	Orthologs	N
GM.5.0.Ets.0026	elk4	Orthologs	N
GM.5.0.Homeodomain.0121	otpb	Orthologs	N
GM.5.0.Homeodomain.0121	otpa	Orthologs	N
GM.5.0.Homeodomain.0121	otpb	Orthologs	N
GM.5.0.Homeodomain.0121	otpa	Orthologs	N
GM.5.0.Homeodomain.0121	lhx5	Orthologs	N
GM.5.0.Homeodomain.0121	lhx5	Orthologs	N
GM.5.0.Homeodomain.0121	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0121	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0121	hoxb6b	Orthologs	N
GM.5.0.Homeodomain.0121	hoxb6a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxc6b	Orthologs	N
GM.5.0.Homeodomain.0121	lhx1a	Orthologs	N
GM.5.0.Homeodomain.0121	lhx1a	Orthologs	N
GM.5.0.Homeodomain.0121	vsx2	Orthologs	N
GM.5.0.Homeodomain.0121	vsx2	Orthologs	N
GM.5.0.Homeodomain.0121	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxa4a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxc4a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxb4a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxa4a	Orthologs	N
GM.5.0.Homeodomain.0121	lhx4	Orthologs	N
GM.5.0.Homeodomain.0121	lhx4	Orthologs	N
GM.5.0.Homeodomain.0121	lbx2	Orthologs	N
GM.5.0.Homeodomain.0121	lbx1b	Orthologs	N
GM.5.0.Homeodomain.0121	lbx1a	Orthologs	N
GM.5.0.Homeodomain.0121	lbx2	Orthologs	N
GM.5.0.Homeodomain.0121	lbx1b	Orthologs	N
GM.5.0.Homeodomain.0121	lbx1a	Orthologs	N
GM.5.0.Homeodomain.0121	lhx2b	Orthologs	N
GM.5.0.Homeodomain.0121	lhx2b	Orthologs	N
GM.5.0.Homeodomain.0121	hoxd3a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxd3a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxc5a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxc5a	Orthologs	N
GM.5.0.Homeodomain.0121	drgx	Orthologs	N
GM.5.0.Homeodomain.0121	drgx	Orthologs	N
GM.5.0.Homeodomain.0121	hoxd4a	Orthologs	N
GM.5.0.Homeodomain.0121	hoxd4a	Orthologs	N
GM.5.0.IRF.0008	irf3	Orthologs	N
GM.5.0.IRF.0008	irf3	Orthologs	N
GM.5.0.C2H2_ZF.0133	znf281b	Orthologs	N
GM.5.0.C2H2_ZF.0133	znf281a	Orthologs	N
GM.5.0.C2H2_ZF.0133	znf281b	Orthologs	N
GM.5.0.C2H2_ZF.0133	znf281a	Orthologs	N
GM.5.0.C2H2_ZF.0133	zeb2b	Orthologs	N
GM.5.0.C2H2_ZF.0133	zeb2a	Orthologs	N
GM.5.0.C2H2_ZF.0133	zeb1a	Orthologs	N
GM.5.0.C2H2_ZF.0133	zeb1b	Orthologs	N
GM.5.0.C2H2_ZF.0133	zeb2b	Orthologs	N
GM.5.0.C2H2_ZF.0133	zeb2a	Orthologs	N
GM.5.0.C2H2_ZF.0133	zeb1a	Orthologs	N
GM.5.0.C2H2_ZF.0133	zeb1b	Orthologs	N
GM.5.0.C2H2_ZF.0133	znf148	Orthologs	N
GM.5.0.C2H2_ZF.0133	znf148	Orthologs	N
GM.5.0.C2H2_ZF.0133	pou2f2a	Orthologs	N
GM.5.0.C2H2_ZF.0133	LOC100537384	Orthologs	N
GM.5.0.C2H2_ZF.0133	pou2f2a	Orthologs	N
GM.5.0.C2H2_ZF.0133	LOC100537384	Orthologs	N
GM.5.0.Nuclear_receptor.0063	nr5a2	Orthologs	N
GM.5.0.Nuclear_receptor.0063	nr5a1b	Orthologs	N
GM.5.0.Nuclear_receptor.0063	nr5a2	Orthologs	N
GM.5.0.Nuclear_receptor.0063	nr5a1b	Orthologs	N
GM.5.0.Ets.0027	elf3	Orthologs	N
GM.5.0.Ets.0027	ehf	Orthologs	N
GM.5.0.Ets.0027	elf3	Orthologs	N
GM.5.0.Ets.0027	ehf	Orthologs	N
GM.5.0.Ets.0027	ets1	Orthologs	N
GM.5.0.Ets.0027	ets1	Orthologs	N
GM.5.0.Rel.0014	nfkb2	Orthologs	N
GM.5.0.Rel.0014	nfkb2	Orthologs	N
GM.5.0.Rel.0014	nfkb1	Orthologs	N
GM.5.0.Rel.0014	nfkb1	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou2f1a	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou2f1b	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou2f1a	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou2f1b	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f1	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f3a	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f3b	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f2a	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f2b	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f1	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f3a	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f3b	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f2a	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou3f2b	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou1f1	Orthologs	N
GM.5.0.Homeodomain_POU.0012	pou1f1	Orthologs	N
GM.5.0.MADS_box.0011	jun	Orthologs	N
GM.5.0.MADS_box.0011	jun	Orthologs	N
GM.5.0.Nuclear_receptor.0064	nr1h4	Orthologs	N
GM.5.0.Nuclear_receptor.0064	nr1h4	Orthologs	N
GM.5.0.Mixed.0049	max	Orthologs	N
GM.5.0.Mixed.0049	max	Orthologs	N
GM.5.0.IRF.0009	irf9	Orthologs	N
GM.5.0.IRF.0009	irf9	Orthologs	N
GM.5.0.IRF.0009	irf8	Orthologs	N
GM.5.0.IRF.0009	irf10	Orthologs	N
GM.5.0.IRF.0009	irf4a	Orthologs	N
GM.5.0.IRF.0009	irf4l	Orthologs	N
GM.5.0.IRF.0009	irf4b	Orthologs	N
GM.5.0.IRF.0009	irf8	Orthologs	N
GM.5.0.IRF.0009	irf10	Orthologs	N
GM.5.0.IRF.0009	irf4a	Orthologs	N
GM.5.0.IRF.0009	irf4l	Orthologs	N
GM.5.0.IRF.0009	irf4b	Orthologs	N
GM.5.0.IRF.0009	irf7	Orthologs	N
GM.5.0.IRF.0009	irf7	Orthologs	N
GM.5.0.Rel.0015	rela	Orthologs	N
GM.5.0.Rel.0015	rela	Orthologs	N
GM.5.0.Rel.0015	rel	Orthologs	N
GM.5.0.Rel.0015	rel	Orthologs	N
GM.5.0.Rel.0015	nfkb1	Orthologs	N
GM.5.0.Rel.0015	nfkb1	Orthologs	N
GM.5.0.SMAD.0010	smad3a	Orthologs	N
GM.5.0.SMAD.0010	smad3b	Orthologs	N
GM.5.0.SMAD.0010	smad2	Orthologs	N
GM.5.0.SMAD.0010	smad3a	Orthologs	N
GM.5.0.SMAD.0010	smad3b	Orthologs	N
GM.5.0.SMAD.0010	smad2	Orthologs	N
GM.5.0.Homeodomain.0122	lhx8a	Orthologs	N
GM.5.0.Homeodomain.0122	lhx8a	Orthologs	N
GM.5.0.Homeodomain.0122	lhx6	Orthologs	N
GM.5.0.Homeodomain.0122	lhx6	Orthologs	N
GM.5.0.bHLH.0066	atoh7	Orthologs	N
GM.5.0.bHLH.0066	atoh7	Orthologs	N
GM.5.0.Nuclear_receptor.0065	nr4a2b	Orthologs	N
GM.5.0.Nuclear_receptor.0065	nr4a2a	Orthologs	N
GM.5.0.Nuclear_receptor.0065	nr4a2b	Orthologs	N
GM.5.0.Nuclear_receptor.0065	nr4a2a	Orthologs	N
GM.5.0.Nuclear_receptor.0065	nr4a1	Orthologs	N
GM.5.0.Nuclear_receptor.0065	nr4a1	Orthologs	N
GM.5.0.C2H2_ZF.0134	NO ORTHOLOGS FOUND	Orthologs	N
GM.5.0.Nuclear_receptor.0066	hnf4a	Orthologs	N
GM.5.0.Nuclear_receptor.0066	hnf4a	Orthologs	N
GM.5.0.Mixed.0050	prdm1a	Orthologs	N
GM.5.0.Mixed.0050	LOC110437762	Orthologs	N
GM.5.0.Mixed.0050	prdm1a	Orthologs	N
GM.5.0.Mixed.0050	LOC110437762	Orthologs	N
GM.5.0.Mixed.0050	irf1a	Orthologs	N
GM.5.0.Mixed.0050	irf1b	Orthologs	N
GM.5.0.Mixed.0050	irf1a	Orthologs	N
GM.5.0.Mixed.0050	irf1b	Orthologs	N
GM.5.0.Nuclear_receptor.0067	pgr	Orthologs	N
GM.5.0.Nuclear_receptor.0067	ar	Orthologs	N
GM.5.0.Nuclear_receptor.0067	pgr	Orthologs	N
GM.5.0.Nuclear_receptor.0067	ar	Orthologs	N
GM.5.0.Nuclear_receptor.0067	nr3c2	Orthologs	N
GM.5.0.Nuclear_receptor.0067	nr3c2	Orthologs	N
GM.5.0.Nuclear_receptor.0067	hsf2	Orthologs	N
GM.5.0.Nuclear_receptor.0067	hsf2	Orthologs	N
GM.5.0.Mixed.0051	znf143a	Orthologs	N
GM.5.0.Mixed.0051	znf143b	Orthologs	N
GM.5.0.Mixed.0051	znf143a	Orthologs	N
GM.5.0.Mixed.0051	znf143b	Orthologs	N
GM.5.0.Mixed.0051	fli1a	Orthologs	N
GM.5.0.Mixed.0051	erg	Orthologs	N
GM.5.0.Mixed.0051	fli1a	Orthologs	N
GM.5.0.Mixed.0051	erg	Orthologs	N
GM.5.0.Nuclear_receptor.0068	hnf4a	Orthologs	N
GM.5.0.Nuclear_receptor.0068	hnf4a	Orthologs	N
GM.5.0.C2H2_ZF.0135	rest	Orthologs	N
GM.5.0.C2H2_ZF.0135	rest	Orthologs	N
GM.5.0.bZIP.0051	creb3l4	Orthologs	N
GM.5.0.bZIP.0051	creb3l4	Orthologs	N
GM.5.0.bZIP.0051	xbp1	Orthologs	N
GM.5.0.bZIP.0051	xbp1	Orthologs	N
GM.5.0.bZIP.0051	creb3l2	Orthologs	N
GM.5.0.bZIP.0051	creb3l2	Orthologs	N
GM.5.0.bZIP.0051	creb3l3a	Orthologs	N
GM.5.0.bZIP.0051	creb3l3b	Orthologs	N
GM.5.0.bZIP.0051	creb3l3a	Orthologs	N
GM.5.0.bZIP.0051	creb3l3b	Orthologs	N
GM.5.0.bZIP.0051	creb3l3l	Orthologs	N
GM.5.0.bZIP.0051	creb3l3l	Orthologs	N
GM.5.0.bZIP.0051	creb3l1	Orthologs	N
GM.5.0.bZIP.0051	creb3l1	Orthologs	N
GM.5.0.Nuclear_receptor.0069	nr2c2	Orthologs	N
GM.5.0.Nuclear_receptor.0069	nr2c1	Orthologs	N
GM.5.0.Nuclear_receptor.0069	nr2c2	Orthologs	N
GM.5.0.Nuclear_receptor.0069	nr2c1	Orthologs	N
GM.5.0.CxxC.0001	cxxc1a	Orthologs	N
GM.5.0.CxxC.0001	cxxc1b	Orthologs	N
GM.5.0.CxxC.0001	cxxc1a	Orthologs	N
GM.5.0.CxxC.0001	cxxc1b	Orthologs	N
GM.5.0.Rel.0016	relb	Orthologs	N
GM.5.0.Rel.0016	relb	Orthologs	N
GM.5.0.bHLH.0067	tcf21	Orthologs	N
GM.5.0.bHLH.0067	msc	Orthologs	N
GM.5.0.bHLH.0067	tcf21	Orthologs	N
GM.5.0.bHLH.0067	msc	Orthologs	N
GM.5.0.bHLH.0067	scxa	Orthologs	N
GM.5.0.bHLH.0067	scxb	Orthologs	N
GM.5.0.bHLH.0067	tcf15	Orthologs	N
GM.5.0.bHLH.0067	si_ch211-246m6.4	Orthologs	N
GM.5.0.bHLH.0067	scxa	Orthologs	N
GM.5.0.bHLH.0067	scxb	Orthologs	N
GM.5.0.bHLH.0067	tcf15	Orthologs	N
GM.5.0.bHLH.0067	si_ch211-246m6.4	Orthologs	N
GM.5.0.bHLH.0067	tcf23	Orthologs	N
GM.5.0.bHLH.0067	tcf23	Orthologs	N
GM.5.0.Nuclear_receptor.0070	esrrga	Orthologs	N
GM.5.0.Nuclear_receptor.0070	esrrb	Orthologs	N
GM.5.0.Nuclear_receptor.0070	esrra	Orthologs	N
GM.5.0.Nuclear_receptor.0070	esrrga	Orthologs	N
GM.5.0.Nuclear_receptor.0070	esrrb	Orthologs	N
GM.5.0.Nuclear_receptor.0070	esrra	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp3a	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp3b	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp3a	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp3b	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp7	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp7	Orthologs	N
GM.5.0.C2H2_ZF.0136	zgc_77358	Orthologs	N
GM.5.0.C2H2_ZF.0136	zgc_77358	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp2	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp2	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp5a	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp5a	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp4	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp4	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp9	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp9	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp8a	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp8b	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp8a	Orthologs	N
GM.5.0.C2H2_ZF.0136	sp8b	Orthologs	N
GM.5.0.C2H2_ZF.0137	bcl6b	Orthologs	N
GM.5.0.C2H2_ZF.0137	bcl6b	Orthologs	N
GM.5.0.Nuclear_receptor.0071	nr2e1	Orthologs	N
GM.5.0.Nuclear_receptor.0071	nr2e1	Orthologs	N
GM.5.0.Paired_box.0008	pax8	Orthologs	N
GM.5.0.Paired_box.0008	pax8	Orthologs	N
GM.5.0.Paired_box.0008	pax1b	Orthologs	N
GM.5.0.Paired_box.0008	pax1a	Orthologs	N
GM.5.0.Paired_box.0008	pax9	Orthologs	N
GM.5.0.Paired_box.0008	pax1b	Orthologs	N
GM.5.0.Paired_box.0008	pax1a	Orthologs	N
GM.5.0.Paired_box.0008	pax9	Orthologs	N
GM.5.0.Paired_box.0008	pax5	Orthologs	N
GM.5.0.Paired_box.0008	pax5	Orthologs	N
GM.5.0.C2H2_ZF.0138	plagl2	Orthologs	N
GM.5.0.C2H2_ZF.0138	plag1	Orthologs	N
GM.5.0.C2H2_ZF.0138	plagl2	Orthologs	N
GM.5.0.C2H2_ZF.0138	plag1	Orthologs	N
GM.5.0.p53.0004	tp73	Orthologs	N
GM.5.0.p53.0004	tp73	Orthologs	N
GM.5.0.p53.0004	tp63	Orthologs	N
GM.5.0.p53.0004	tp63	Orthologs	N
GM.5.0.bZIP.0052	cebpd	Orthologs	N
GM.5.0.bZIP.0052	cebpd	Orthologs	N
GM.5.0.bZIP.0052	cebpa	Orthologs	N
GM.5.0.bZIP.0052	cebpa	Orthologs	N
GM.5.0.bZIP.0052	cebpb	Orthologs	N
GM.5.0.bZIP.0052	cebpb	Orthologs	N
GM.5.0.Unknown.0031	e2f4	Orthologs	N
GM.5.0.Unknown.0031	e2f5	Orthologs	N
GM.5.0.Unknown.0031	e2f4	Orthologs	N
GM.5.0.Unknown.0031	e2f5	Orthologs	N
GM.5.0.Unknown.0031	thap3	Orthologs	N
GM.5.0.Unknown.0031	thap1	Orthologs	N
GM.5.0.Unknown.0031	thap3	Orthologs	N
GM.5.0.Unknown.0031	thap1	Orthologs	N
GM.5.0.Unknown.0031	si_ch211-195d17.2	Orthologs	N
GM.5.0.Unknown.0031	si_ch211-195d17.2	Orthologs	N
GM.5.0.Unknown.0031	egr1	Orthologs	N
GM.5.0.Unknown.0031	egr1	Orthologs	N
GM.5.0.Unknown.0031	nrf1	Orthologs	N
GM.5.0.Unknown.0031	nrf1	Orthologs	N
GM.5.0.Forkhead.0033	foxq1b	Orthologs	N
GM.5.0.Forkhead.0033	foxq1a	Orthologs	N
GM.5.0.Forkhead.0033	foxq1b	Orthologs	N
GM.5.0.Forkhead.0033	foxq1a	Orthologs	N
GM.5.0.Forkhead.0033	foxk2	Orthologs	N
GM.5.0.Forkhead.0033	si_ch211-262e15.1	Orthologs	N
GM.5.0.Forkhead.0033	foxk1	Orthologs	N
GM.5.0.Forkhead.0033	foxk2	Orthologs	N
GM.5.0.Forkhead.0033	si_ch211-262e15.1	Orthologs	N
GM.5.0.Forkhead.0033	foxk1	Orthologs	N
GM.5.0.Forkhead.0033	foxb1b	Orthologs	N
GM.5.0.Forkhead.0033	foxb1a	Orthologs	N
GM.5.0.Forkhead.0033	foxb2	Orthologs	N
GM.5.0.Forkhead.0033	foxb1b	Orthologs	N
GM.5.0.Forkhead.0033	foxb1a	Orthologs	N
GM.5.0.Forkhead.0033	foxb2	Orthologs	N
GM.5.0.Forkhead.0033	foxd5	Orthologs	N
GM.5.0.Forkhead.0033	foxd1	Orthologs	N
GM.5.0.Forkhead.0033	foxd2	Orthologs	N
GM.5.0.Forkhead.0033	zgc_162612	Orthologs	N
GM.5.0.Forkhead.0033	foxd3	Orthologs	N
GM.5.0.Forkhead.0033	foxd5	Orthologs	N
GM.5.0.Forkhead.0033	foxd1	Orthologs	N
GM.5.0.Forkhead.0033	foxd2	Orthologs	N
GM.5.0.Forkhead.0033	zgc_162612	Orthologs	N
GM.5.0.Forkhead.0033	foxd3	Orthologs	N
GM.5.0.Forkhead.0033	zgc_194189	Orthologs	N
GM.5.0.Forkhead.0033	LOC100149117	Orthologs	N
GM.5.0.Forkhead.0033	foxl2	Orthologs	N
GM.5.0.Forkhead.0033	zgc_194189	Orthologs	N
GM.5.0.Forkhead.0033	LOC100149117	Orthologs	N
GM.5.0.Forkhead.0033	foxl2	Orthologs	N
